CardNumber,Date,Description,MCC_Cd,Amount,Type,Status,Transaction_ID,Carbon_Calc_f
2848-1740-5562-4041,2022-03-22,AeroPeru,3285,1705,Credit,Cleared,fdfe5db7-d9b1-4fc1-b0ea-6012df535d4f,N
3435-4127-8278-2304,2022-05-12,Aero Nicaraguensis,3286,363,Credit,Cleared,c558f52f-47c5-432d-add4-6f416bd8b3c5,N
1007-1847-0342-1858,2022-03-27,Aero Coach Aviation,3287,201,Debit,Processing,31cfff78-fbf2-4eed-a127-353d3dd4513e,N
5856-0057-8822-0177,2022-05-14,Ariana Afghan,3291,1276,Credit,Cleared,15b05e23-c72f-4024-abbc-0ebf4959f08f,N
0373-1428-2370-0035,2022-02-19,Cyprus Airways,3292,2194,Debit,Cleared,0bb778f0-6ddf-40d1-afdf-9d93885a89d6,N
2627-5561-2003-6528,2022-04-05,Ecuatoriana,3293,747,Credit,Cleared,b5f9484a-c227-45c9-8849-084eb13345cb,N
8520-3180-0072-7121,2022-04-03,Ethiopian Airlines,3294,2446,Credit,Cleared,bda734f7-b27d-4742-a259-058f220d1cb6,N
0373-1428-2370-0035,2022-05-06,Kenya Airways,3295,2603,Credit,Cleared,1dd23a91-1d6e-4475-9be2-c8719729524c,N
5856-0057-8822-0177,2022-04-02,Air Berlin-AIRBERLIN,3296,598,Credit,Cleared,eea4b839-e7a8-4eee-81a5-f8b5c42e0bc1,N
8520-3180-0072-7121,2022-03-30,Tarom Romanian Air Transport,3297,369,Credit,Cleared,aaa7bfec-82f3-4d27-b029-b58ecece0c8a,N
1627-6537-8884-3428,2022-03-10,Air Mauritius,3298,2917,Credit,Cleared,2c70c6e1-377b-443d-9195-1d417afc4123,N
1671-0005-4252-2213,2022-04-03,Wideroe's Flyveselskap,3299,2274,Credit,Cleared,fdebc72d-525b-4660-ab89-d24f85744021,N
2848-1740-5562-4041,2022-04-29,Affiliated Auto Rental,3351,1761,Debit,Cleared,1d56a85e-a773-4c3c-9897-2d77319855ee,N
1114-1286-2836-3057,2022-04-23,American International,3352,348,Debit,Cleared,3e67b8a2-654f-4c79-b54c-ee3d7b978e88,N
2230-3314-3361-3488,2022-03-02,Brooks Rent a Car ,3353,903,Credit,Cleared,f76094ea-f13d-45f2-b2ae-18260772c881,N
6268-4104-8135-8547,2022-04-08,Action Auto Rental ,3354,499,Debit,Cleared,eb4a5de3-43f7-49dc-8b54-4405e22b841e,N
0187-0710-0358-5866,2022-02-21,SIXT Car Rental,3355,2757,Debit,Cleared,607f4469-b2a2-416a-842e-9e946ca5b623,N
4038-7060-5125-8207,2022-04-15,Hertz,3357,3183,Credit,Cleared,55ee19a2-3b4e-435f-998b-bc055e06298f,N
8282-4771-5114-6578,2022-05-03,Payless Car Rental ,3359,1149,Credit,Cleared,ee8c240e-2ef2-4505-908f-194c75efdc10,N
5722-8688-5154-2618,2022-03-16,Snappy Car Rental ,3360,1176,Debit,Cleared,dd3a8985-52d5-4da3-872b-831281531492,N
8282-4771-5114-6578,2022-04-23,Airways Rent a Car ,3361,411,Credit,Cleared,c54d68fa-bdd3-4b54-bf86-f8eaa60a0ef3,N
1710-0781-4286-7831,2022-03-27,Altra Auto Rental ,3362,2711,Debit,Cleared,d5d3804c-2dbf-46da-a55e-39d83099e2d2,N
2513-7800-0438-1508,2022-04-12,Agency Rent a Car ,3364,2934,Debit,Cleared,5e637263-863b-4cd3-8a0a-440cae5be775,N
8331-7455-0118-7251,2022-04-23,Budget Rent a Car ,3366,122,Credit,Cleared,19f4ddfa-f80b-4909-aedc-5b2535e66203,N
4475-8677-4266-3710,2022-05-15,Holiday R-A-C,3368,2370,Credit,Cleared,7d2a4aed-ef23-4a71-8725-a094cf4a564a,N
1007-1847-0342-1858,2022-02-18,Rent-a-Wreck,3370,187,Credit,Processing,ece0041a-77e4-4840-a36f-ed63f50bd7e3,N
8336-7723-5010-8258,2022-04-17,Accent Rent-A-Car,3374,2473,Debit,Cleared,acad4312-2389-4891-8c3a-d0c115411812,N
6888-6464-5850-1282,2022-03-21,Ajax R-A-C,3376,450,Debit,Cleared,05d5e94f-ee23-4761-926a-bc1bea40b446,N
7474-2421-1771-5866,2022-03-28,Triangle Rent a Car ,3380,3941,Debit,Cleared,1ef8c71d-27c2-4ab2-a9c2-4e3af842441f,N
1627-6537-8884-3428,2022-05-17,Europ Car,3381,1877,Credit,Cleared,c60274c6-64dc-4eb2-af0c-c2fc8371d3b9,N
1411-3241-8383-5603,2022-05-13,Tropical R-A-C ,3385,2620,Credit,Cleared,21b83308-2663-4751-9d0d-3b78ee77e344,N
6560-1330-8228-6141,2022-04-15,Showcase Rental Cars,3386,2900,Debit,Cleared,12078a0b-4094-4a8f-a15f-37c3308d2463,N
3446-0204-0520-0856,2022-04-19,Alamo Rent a Car ,3387,889,Credit,Cleared,ebe9df97-2580-4bff-8483-6d81d3bdfbb2,N
6023-5271-2723-4718,2022-05-19,"Merchants Rent-A-Car, Inc",3388,3023,Debit,Cleared,89f8d32c-faf9-44d0-8a0b-bdd882ed2c69,N
7050-8348-2865-2376,2022-03-03,Avis R-A-C,3389,842,Credit,Cleared,b5910e29-facb-428a-847f-5656d5d45094,N
1708-2261-7773-7658,2022-05-04,Dollar R-A-C,3390,169,Credit,Cleared,415a72d4-d54a-47a7-9f7d-0ab9ef9b8737,N
2627-5561-2003-6528,2022-02-15,Europe by Car ,3391,2044,Credit,Cleared,666658d0-23ef-4df3-86db-c9fe397cbb88,N
6520-4224-1523-4421,2022-05-03,National Car Rental ,3393,1188,Credit,Cleared,86b9fd55-ef86-4fc1-91d3-4962d858a84f,N
3221-7806-4080-6767,2022-04-22,Kemwell Group R-A-C ,3394,2505,Credit,Cleared,f9a4eb40-8406-4089-81cd-a2877cdb1515,N
5112-5401-3048-6385,2022-04-05,Thrify Car Rental ,3395,913,Credit,Cleared,24758fce-5789-46c4-b4b2-c27586ae26de,N
0237-1003-1471-2015,2022-05-02,Tilden R-A-C,3396,3163,Debit,Cleared,64c51ee6-4182-4632-89c7-03dfe5625b51,N
1532-0037-7363-6872,2022-04-13,Econo Car R-A-C ,3398,2606,Debit,Cleared,78c1ce47-ff2c-446c-a095-fd4205eff917,N
5856-0057-8822-0177,2022-04-16,Auto Host Car Rentals,3400,2828,Credit,Cleared,63b56de2-ad1a-449e-bb8c-d3950812bced,N
5324-5333-3713-1745,2022-03-12,Enterprise R-A-C ,3405,402,Debit,Cleared,00557af5-8412-4470-92a4-2d84e42420f4,N
8436-1032-3354-5256,2022-03-22,General Rent-a-Car ,3409,1,Credit,Cleared,8cfc0ee0-9b8c-4e30-bf22-0e3bb1e1efa3,N
8331-7455-0118-7251,2022-02-28,A-1 R-A-C,3412,2263,Debit,Cleared,2bdf4e78-0475-4789-b386-ec9a444a87d8,N
4463-4748-6462-2744,2022-05-01,ANSA International ,3420,2121,Debit,Cleared,5eaa0619-6271-4e4b-b2a9-5bd71e93fdb9,N
5022-8318-8036-5438,2022-04-11,Allstate Rent-a-Car ,3421,1732,Debit,Cleared,8fd811f2-57d1-4c2f-8c39-bdbe700f5023,N
4265-4481-6624-5584,2022-03-21,Avcar Rent-a-Car ,3423,3672,Debit,Cleared,acc75a49-5648-4243-b805-5523fdb8587f,N
6057-5114-2211-7264,2022-03-01,Automate Rent-a-Car ,3425,741,Debit,Cleared,e798905b-6b57-480f-9082-bbcdb133166c,N
0022-1236-4331-4884,2022-04-16,Avon Rent-a-Car ,3427,2894,Debit,Cleared,27f3804c-8b61-4dfd-aa4b-312518648b4a,N
3768-5806-1760-2402,2022-05-16,Carey Rent-a-Car,3428,3634,Debit,Cleared,2ccc6334-38b4-4aef-abdd-621eba7a91d2,N
5261-2371-4307-3162,2022-04-15,Insurance Rent-a-Car ,3429,635,Credit,Cleared,156dd7f8-46b5-4b29-ad49-08458cc5736c,N
0143-3057-0734-0500,2022-03-18,Major Rent-a-Car ,3430,2324,Credit,Cleared,a59a6838-7beb-4dee-ad41-511cba992c96,N
1710-0781-4286-7831,2022-04-30,Replacement Rent-a-Car,3431,1667,Credit,Cleared,01c4d00d-7387-4335-a8d3-c81503ace015,N
0022-1236-4331-4884,2022-03-12,Reserve Rent-a-Car ,3432,2894,Debit,Cleared,cbc69fd3-019a-4194-b9e6-d51ae777b335,N
7614-2737-1372-6813,2022-04-02,Ugly Duckling R-A-C ,3433,538,Debit,Cleared,0aa8fce9-32c5-4830-a4bf-8440fd2945b1,N
4475-8677-4266-3710,2022-02-15,USA Rent-a-Car ,3434,1663,Debit,Cleared,8af2b06f-1b76-473a-83da-52622e9bffc7,N
7614-2737-1372-6813,2022-05-12,Value Rent-a-Car ,3435,2524,Debit,Cleared,99bd1264-df56-4da3-ba2b-d9cd80d0dcb0,N
2513-7800-0438-1508,2022-03-03,Autohansa Rent-a-Car ,3436,1655,Debit,Cleared,e2aba733-aff4-4295-9951-13a52f066e42,N
7584-8057-3330-8243,2022-02-24,Interenet Rent-a-Car ,3438,3750,Debit,Cleared,e2224849-8145-43a7-9238-2759274e3556,N
2187-5166-8816-7885,2022-04-26,Millville Rent-a-Car,3439,3784,Debit,Cleared,9d41dd92-8ce4-4c70-8bd6-224035896f9b,N
1671-0005-4252-2213,2022-03-15,Advantage Rent A Car,3441,2730,Credit,Cleared,2ec456ef-40dd-4a47-9926-73d1b4bffb12,N
1671-0005-4252-2213,2022-03-17,Holiday Inns,3501,3314,Debit,Cleared,5e0fe50e-1bd0-4de9-9d78-e1c52779d845,N
4056-8121-6765-2045,2022-05-08,Best Western Hotels ,3502,2810,Credit,Processing,d3b8f149-52db-4e5a-b5a1-ae1d856eec8f,N
8421-4157-4756-7652,2022-05-01,Sheraton,3503,2967,Debit,Cleared,ce654b57-ec40-4525-be12-248865563d74,N
0143-3057-0734-0500,2022-02-27,Hilton,3504,3213,Debit,Cleared,3177c14e-820b-4308-982c-11aa102adcf4,N
5022-8318-8036-5438,2022-04-29,Forte Hotels,3505,2115,Credit,Cleared,b0637f35-2293-4677-8995-4d6c42d9184c,N
6525-6177-1224-4636,2022-02-22,Golden Tulip Hotels ,3506,3201,Debit,Cleared,9f9b77a4-cf45-44fd-bcdf-d66d0d5d3ad3,N
6520-4224-1523-4421,2022-03-24,Friendship Inns,3507,2387,Debit,Cleared,5e7baa73-9eb0-467d-b3ae-4ea050bd1eaf,N
2230-3314-3361-3488,2022-04-21,Quality Inns,3508,1026,Debit,Cleared,cc7e3f4e-b306-437f-9a3a-a9ebf2f9b6cb,N
2230-3314-3361-3488,2022-04-21,Marriott,3509,1178,Debit,Cleared,b902b1bf-8da3-48c4-891d-c002b7efdf53,N
8282-4771-5114-6578,2022-04-21,Days Inn Colonial Resort,3510,1068,Debit,Cleared,2dbb2743-5965-47bb-9754-9f7bd32ab6da,N
6057-5114-2211-7264,2022-05-14,Arabella Hotels,3511,1667,Credit,Cleared,e0a92c6c-5519-458a-b17f-a00ad46103da,N
2032-7430-2122-1158,2022-04-02,Intercontinental Hotels,3512,1158,Credit,Cleared,fff6e271-04fe-4d01-ae83-a80116f287c2,N
2187-5166-8816-7885,2022-03-16,Westin,3513,1249,Debit,Cleared,4dc65489-b921-4a06-bd51-7b33db7d8e33,N
7614-2737-1372-6813,2022-03-20,Amerisuites,3514,1268,Credit,Cleared,dd090f1e-5247-4d8e-87b3-662a0c64b2b3,N
5533-3112-6666-5865,2022-04-19,Rodeway Inn,3515,1364,Credit,Cleared,d907688b-d402-40dc-9b01-75146987613a,N
5753-3703-5208-0576,2022-03-29,LaQuinta Motor Inns,3516,3822,Credit,Cleared,16c5184b-f612-4953-9505-c61e632c92e4,N
8048-2513-1414-5108,2022-02-18,Americana Hotels,3517,853,Credit,Cleared,988ac6d4-4ea2-4826-b88b-4c5f5110849e,N
1347-6154-0216-7255,2022-05-18,Sol Hotels,3518,3620,Debit,Cleared,d167bf91-89bf-4823-9b2e-74a99e26e669,N
1411-3241-8383-5603,2022-03-18,Pullman International Hotels,3519,2211,Credit,Cleared,f428cfd9-1bae-468f-ba11-03abd2c77762,N
2187-5166-8816-7885,2022-03-23,Meridien Hotels,3520,3512,Debit,Cleared,97bb31f1-04a3-4c02-b862-1c510e664e8e,N
5533-3112-6666-5865,2022-03-08,Royal Lahaina Resort,3521,3734,Debit,Cleared,d605fec9-d94b-4a01-a0a1-db0fcfd51032,N
8520-3180-0072-7121,2022-03-01,Tokyo Group,3522,1956,Debit,Cleared,400b56ef-6f78-41b5-b9ce-91391fcb49da,N
2513-7800-0438-1508,2022-04-02,Peninsula Hotels,3523,1729,Debit,Cleared,116c723e-8fe0-4b44-8758-78f3adc3bfac,N
7427-4263-8377-2751,2022-03-18,WelcomGroup Hotels,3524,1804,Credit,Cleared,a3436f55-0d99-4042-a536-4969f6c1394e,N
8333-3307-1872-8720,2022-02-20,Dunfey Hotels,3525,2707,Credit,Cleared,efeea60a-2d9c-4f3d-affe-b69cfcaaeee2,N
5112-5401-3048-6385,2022-05-13,Prince Hotels,3526,1571,Credit,Cleared,993a007a-0318-4a38-9bcf-8aab3963e8b7,N
0187-0710-0358-5866,2022-02-22,Downtowner Passport,3527,3019,Credit,Cleared,f13c009b-9858-446e-8763-61ec1d64bf46,N
5722-8688-5154-2618,2022-04-08,Red Lion Inns,3528,1853,Debit,Cleared,e6cd92d6-5b51-4657-b54f-a99bded819cb,N
3768-5806-1760-2402,2022-02-16,CP (Canadian Pacific) ,3529,3294,Debit,Cleared,c7dda3fe-dae9-48ab-bde0-571df45de3be,N
0143-3057-0734-0500,2022-04-26,Renaissance Hotels,3530,3701,Credit,Cleared,88f7d097-2073-4bcb-a8cc-2d04f279cc38,N
0237-1003-1471-2015,2022-03-12,Kauai Coconut Beach Resort,3531,2805,Credit,Cleared,79605419-4b71-4bcf-8bb0-d8dd0c98576a,N
5533-3112-6666-5865,2022-03-27,Royal Kona Resort,3532,563,Credit,Cleared,3bd5cfad-231b-4d39-a915-e23622efb2d7,N
6103-0803-7667-1634,2022-05-15,Hotel Ibis,3533,1587,Credit,Cleared,d880d0f4-35a3-4e49-981b-de1b05f7a828,N
7140-5836-4713-2233,2022-02-17,Southern Pacific,3534,3213,Credit,Cleared,a71d67c3-39f8-4584-b8c6-10510240a17a,N
1283-5710-1470-8321,2022-04-09,Hilton International ,3535,2608,Debit,Cleared,4bcfecbd-82bb-4c7e-83e6-6b449a30f1f2,N
5112-5401-3048-6385,2022-04-20,AMFAC Hotels,3536,2988,Debit,Cleared,304480c0-3d9a-4b67-af83-f4098fe6df8a,N
8282-4771-5114-6578,2022-05-16,ANA Hotels,3537,1867,Debit,Cleared,438f1941-0819-4191-96ab-8f1d83c3d6a6,N
6520-4224-1523-4421,2022-02-22,Concorde Hotels,3538,1486,Debit,Cleared,cb81309a-52d5-4fe7-8a5b-54c8999aeac0,N
7742-5634-4653-4660,2022-04-12,Summerfield Suites Hotel,3539,2875,Credit,Cleared,8d31161f-6d15-4de5-a670-c8ddc4e2afb8,N
2207-4401-2664-3036,2022-03-27,Iberotel Hotels,3540,3156,Credit,Cleared,1071aa01-9f2c-40f8-bec9-7f4b7c9acd5e,N
1331-3717-0773-2487,2022-02-22,Hotel Okura,3541,3316,Credit,Cleared,0e533204-dbd4-4865-a7a1-ef2e8c038efd,N
8336-7723-5010-8258,2022-04-20,Royal Hotels,3542,152,Credit,Cleared,0af99b18-e194-4dc0-8e54-0dc6ac34ab1f,N
3857-1447-6225-5173,2022-03-24,Four Seasons,3543,1737,Credit,Cleared,553fde00-ac4f-491d-848f-f8768713dd65,N
4475-8677-4266-3710,2022-03-19,Cigna Hotels,3544,2794,Credit,Processing,ffd2e773-360b-4ce7-8782-4f7c70c081be,N
3873-1011-7884-4651,2022-03-21,Shangri-La International,3545,1642,Credit,Cleared,d7ea4c27-c71b-459d-a6f2-c3a63f606967,N
1710-0781-4286-7831,2022-04-05,Hotel Sierra,3546,218,Debit,Cleared,92b9de0a-31f5-4583-9ae6-036cdda7b536,N
0143-3057-0734-0500,2022-05-11,Hotels Melia,3548,3198,Debit,Cleared,29f6844b-6cfa-46d2-bc1d-079985776dea,N
1671-0005-4252-2213,2022-04-20,Auberge des Governeurs,3549,1630,Debit,Cleared,02cde187-fd16-45de-a83d-4db2e0eade3c,N
2513-7800-0438-1508,2022-03-19,Regal 8 Inns,3550,1485,Debit,Cleared,1122b696-ce9e-40e6-8b01-a34ae2d0bc04,N
1411-3241-8383-5603,2022-05-05,Mirage Hotel and Casino,3551,249,Credit,Cleared,6875cf77-f5a8-43a7-aa55-de0b766de84f,N
5150-6376-4178-0685,2022-02-23,Coast Hotel,3552,3676,Credit,Cleared,942da8cf-d483-46b9-ae12-ffee92af6d23,N
1627-6537-8884-3428,2022-02-22,Park Inn by Radisson,3553,1233,Credit,Cleared,daa58028-4416-45e8-981b-a27d7deced67,N
0412-4446-5072-7874,2022-03-13,Pinehurst Resort,3554,1421,Credit,Cleared,5f4d6f80-0799-44ca-b640-692332ceb0e0,N
0373-1428-2370-0035,2022-03-24,Treasure Island Hotel and Casino,3555,1434,Debit,Cleared,f1ad4187-578b-429d-930a-6a6f8f8bb865,N
6475-8717-0285-1214,2022-05-16,Barton Creek Resort,3556,949,Debit,Cleared,c955059f-ccda-4e45-b6a1-2bf110a5c099,N
3446-0204-0520-0856,2022-03-23,Manhattan East Suite Hotels,3557,2771,Credit,Cleared,cadb995e-cd7d-4ab7-a310-82f0ac6456d3,N
6057-5114-2211-7264,2022-05-03,Jolly Hotels,3558,3466,Credit,Cleared,b715d2e9-2476-4da6-bf4c-c8fa89bd8c39,N
0754-3261-0745-8353,2022-03-08,Candlewood Suites,3559,2410,Debit,Cleared,5cbcdf73-fd0d-4586-8bda-695566078798,N
5261-2371-4307-3162,2022-03-22,Aladdin Resort and Casino,3560,767,Debit,Cleared,00c728d0-26cf-4577-9246-8e7ddf6f50d1,N
1708-2261-7773-7658,2022-03-15,Golden Nugget,3561,212,Credit,Cleared,124da3ae-5815-48c3-982d-3d8d3efb097f,N
1671-0005-4252-2213,2022-05-15,Comfort Inns,3562,579,Debit,Processing,a8501594-8279-4cb1-ba70-5877ae31ccc6,N
8548-3137-1813-1338,2022-03-10,Journey's End Motels,3563,1715,Credit,Cleared,b690fd58-0be3-4d5b-b906-2d6223f997ae,N
0412-4446-5072-7874,2022-04-30,Sam's Town Hotel and Casino ,3564,3062,Credit,Cleared,f64ae128-345b-4474-9df7-498b88e91c7e,N
6520-4224-1523-4421,2022-05-03,Relax Inns,3565,980,Credit,Cleared,e15034b1-6ec0-4452-ac7b-f4ec26b07562,N
8282-4771-5114-6578,2022-04-14,Garden Place Hotel,3566,1012,Credit,Cleared,7318be03-069b-4797-8f38-21a22ebd2653,N
8030-1321-5778-0363,2022-03-20,Soho Grand Hotel,3567,2836,Debit,Cleared,80efdad8-f7ba-49bd-80cd-05e40f6038ee,N
5660-4564-1621-2557,2022-04-20,Ladbroke Hotels,3568,3330,Credit,Cleared,a2506b10-6aeb-40b6-ac55-303063d01bce,N
6575-4613-6817-7234,2022-02-27,Tribeca Grand Hotel,3569,18,Debit,Cleared,93cd5ad9-f14a-407e-9de7-9e4563318568,N
2032-7430-2122-1158,2022-04-25,Forum Hotels,3570,2009,Debit,Processing,1315ea80-07c5-487a-b376-1f8acf3b9102,N
5722-8688-5154-2618,2022-04-01,Grand Wailea Resort,3571,836,Debit,Cleared,87730825-d506-49ec-857a-f6a1cbc5d5b6,N
1177-4547-0278-4503,2022-05-08,Miyako Hotel,3572,3108,Debit,Cleared,9a5f03d5-331e-4c0a-8c17-3a5cfc1799e9,N
0022-1236-4331-4884,2022-03-21,Sandman Hotels,3573,3791,Debit,Cleared,eaf27d30-ec67-4b69-b046-d184aa978c89,N
1411-3241-8383-5603,2022-03-11,Venture Inn,3574,173,Debit,Processing,8d096405-06ec-4ddf-8378-6edbf27851b5,N
3446-0204-0520-0856,2022-02-19,Vagabond Hotels,3575,228,Debit,Cleared,92672bfd-708e-4eb5-8c00-08b435ad2511,N
0022-1236-4331-4884,2022-04-26,La Quinta Resort,3576,758,Credit,Cleared,7744389e-02a2-4c95-8691-2eee4489468b,N
5324-5333-3713-1745,2022-02-23,Mandarin Oriental Hotel ,3577,934,Debit,Cleared,b04d968d-217c-4b31-aac3-8ad9a720c51d,N
0754-3261-0745-8353,2022-03-03,Frankenmuth Bavarian,3578,787,Debit,Processing,7d2c9189-3a5e-4d78-b922-9e6060642a9a,N
1347-6154-0216-7255,2022-02-28,Hotel Mercure,3579,39,Credit,Cleared,8f8ab88d-d610-4555-9cc7-9049d8cc2a50,N
1627-6537-8884-3428,2022-02-25,Hotel Del Coronado,3580,158,Debit,Cleared,9e4e5cf8-db07-4893-aaef-529a250778b2,N
5660-4564-1621-2557,2022-04-21,Delta Hotels,3581,1845,Debit,Cleared,471f0034-f501-497c-886b-4817be0ed138,N
7474-2421-1771-5866,2022-03-31,California Hotel and Casino ,3582,2794,Credit,Cleared,0054c6cd-c9e1-4a49-8c27-d954e9956f5f,N
1162-2327-0452-3547,2022-04-10,Radisson BLU,3583,1211,Credit,Cleared,4dad8ca2-ef24-4000-aefd-a69eac6f669a,N
4837-7356-8265-4327,2022-03-02,Princess Hotels International,3584,1150,Credit,Cleared,22d923ca-b744-4c62-9495-d5edd9176859,N
2728-7313-5247-8151,2022-04-13,Hungar Hotels,3585,3689,Credit,Cleared,77b7927e-657d-4fa8-8b53-424f5bcc59f6,N
3446-0204-0520-0856,2022-04-24,Sokos Hotels,3586,2943,Debit,Cleared,bc4b476c-0905-4d57-9b10-32de3aa76ae6,N
2848-1740-5562-4041,2022-03-13,Doral Hotels,3587,2542,Credit,Cleared,9a386f12-d4e7-42a5-a64f-bb5a4170202e,N
6520-4224-1523-4421,2022-04-01,Helmsley Hotels,3588,2879,Credit,Cleared,830e27ed-ce6e-4a86-8de9-2897ac048fe2,N
1177-4547-0278-4503,2022-04-04,Doral Golf Resort,3589,548,Credit,Cleared,9b61dc59-a2d9-4d37-8d5b-bbe65a887c1a,N
6888-6464-5850-1282,2022-03-10,Fairmont Hotel,3590,944,Debit,Cleared,3b5ed1bc-0862-426f-b497-18381b78ea7c,N
8673-2441-5605-2407,2022-02-17,Sonesta Hotels,3591,3900,Credit,Cleared,96eff923-7320-41bc-abfd-469c319e7bd1,N
1822-3823-4557-5623,2022-02-24,Omni Hotels,3592,1715,Credit,Cleared,e2ecc8d2-38bc-4b65-b942-199034760e51,N
3857-1447-6225-5173,2022-05-15,Cunard Hotels,3593,3040,Debit,Cleared,0cf25c5d-70f7-49ab-bd54-a86f4a1c3a07,N
2207-4401-2664-3036,2022-03-03,Arizona Biltmore,3594,2118,Credit,Cleared,d1cb4561-5756-4ae9-9682-f63b41a2bf28,N
4837-7356-8265-4327,2022-04-23,Hospitality Inns,3595,648,Credit,Cleared,eea0803c-6be2-4ad8-a771-f4a5d4aa34be,N
5562-6138-2263-2583,2022-03-09,Wynn Las Vegas,3596,1724,Debit,Cleared,fd19fd19-f9b0-4581-b6f7-a3c829d19256,N
4038-7060-5125-8207,2022-03-22,Riverside Resort and Casino,3597,1611,Credit,Cleared,90d26ee3-a231-47f3-a7db-4911f826f2aa,N
2207-4401-2664-3036,2022-03-18,Regent International Hotels,3598,894,Credit,Cleared,21fc1988-e574-4967-9941-6e09f5551651,N
1162-2327-0452-3547,2022-04-12,Pannonia Hotels,3599,2629,Debit,Cleared,f57557de-71a3-463d-a3b2-bdb058ce97a5,N
3221-7806-4080-6767,2022-03-25,Saddlebrook Resort - Tampa,3600,3014,Debit,Cleared,ea9b75e7-7cc9-4eab-b10a-3e0e4f6e1ba8,N
0237-1003-1471-2015,2022-03-08,Trade Winds Resorts,3601,2262,Credit,Cleared,d59b1b24-6421-4ab1-bbea-aea5e3e0f27f,N
2848-1740-5562-4041,2022-03-31,Hudson Hotel,3602,274,Credit,Cleared,d0e98688-3a3e-4a55-9c8b-6001f83b5c87,N
4038-7060-5125-8207,2022-05-18,Noah's Hotel,3603,3180,Credit,Cleared,4821ed8c-503d-467f-9923-095bd524a39d,N
6520-4224-1523-4421,2022-03-30,Hilton Garden Inn,3604,610,Debit,Cleared,b5e9bd68-9e84-4a6d-a49c-d5ea30a92828,N
5562-6138-2263-2583,2022-03-06,Jurys Doyle Hotel Group,3605,640,Debit,Cleared,f2cc60cc-de1e-4af1-9ec0-0aaac6ef06ea,N
2187-5166-8816-7885,2022-03-28,Jefferson Hotel,3606,3178,Debit,Cleared,8ceba989-4ff2-429d-9325-f91645d4d56e,N
3128-4025-2617-0310,2022-05-15,Fountainebleau Resort,3607,350,Debit,Cleared,859b0bb5-bca7-4155-9ea3-67007d591827,N
4265-4481-6624-5584,2022-03-03,Gaylord Opryland,3608,3951,Debit,Cleared,3cb3f535-05f8-48e4-af68-9d930acc5512,N
8331-7455-0118-7251,2022-05-04,Gaylord Palms,3609,461,Debit,Cleared,b339770f-d3f8-42e9-8a0b-53392adacb8e,N
3435-4127-8278-2304,2022-02-22,Gaylord Texan,3610,1751,Debit,Cleared,5e973bd8-b321-4791-a972-6fbb4f01e253,N
5562-6138-2263-2583,2022-03-24,C MON INN,3611,3798,Debit,Cleared,0966bb1a-109c-4abc-9535-e58dc9bdac57,N
2187-5166-8816-7885,2022-03-10,Movenpick Hotels,3612,3814,Debit,Cleared,b68bf4d9-2e43-4699-a7d7-d039806bbd2c,N
6023-5271-2723-4718,2022-04-26,Microtel Inns & Suites,3613,983,Debit,Cleared,fb8aa581-fbc2-46cb-9c02-88aef6be257c,N
5022-8318-8036-5438,2022-02-22,Americinn,3614,167,Credit,Cleared,3ab882c1-f9c2-460f-b005-cb4416ff92f6,N
1532-0037-7363-6872,2022-03-30,Travelodge Motels,3615,3723,Credit,Cleared,683bda10-7be7-4478-90f7-aa62eb917e41,N
1671-0005-4252-2213,2022-05-17,America's Best Value Inn,3617,2685,Credit,Cleared,f067f160-b297-4936-9e04-43e02a2bd956,N
3873-1011-7884-4651,2022-03-15,Great Wolf,3618,2032,Credit,Cleared,87f0f111-00fc-416d-97c8-f7e72d7fb61e,N
5533-3112-6666-5865,2022-04-24,Aloft,3619,3230,Debit,Cleared,61abd376-88fe-4db8-a716-720bfb97ab04,N
5856-0057-8822-0177,2022-04-22,Binion's Horseshoe Club ,3620,2838,Credit,Cleared,51ed0548-5bbe-4337-ad40-5fbb668124a1,N
6525-6177-1224-4636,2022-04-29,Extended Stay,3621,3210,Debit,Cleared,81dc0616-42f9-40ad-ac97-57bcf6d8a17e,N
7773-4107-2232-5535,2022-03-27,Merlin Hotel,3622,634,Credit,Cleared,818a24cd-38d4-4648-a535-f5e5af118ac8,N
2032-7430-2122-1158,2022-03-24,Dorint Hotels,3623,3329,Credit,Cleared,c5ccc86a-1db3-4066-bbf0-e1999d1e20d1,N
2207-4401-2664-3036,2022-03-10,Lady Luck Hotel and Casino,3624,279,Credit,Cleared,68479670-04d2-499f-a2d9-2f4ce80a257d,N
2513-7800-0438-1508,2022-03-05,Hotel Universale,3625,2974,Debit,Cleared,c591cdad-11a2-4fc0-87a7-d2dcc7bd36c9,N
2848-1740-5562-4041,2022-05-02,Studio Plus,3626,2552,Debit,Cleared,ccb2f1c1-8ec2-46b5-913c-604126faaac8,N
3234-0650-4404-1172,2022-03-20,Extended Stay America,3627,3181,Credit,Cleared,88726917-997e-469d-9ffb-64b33c937380,N
4265-4481-6624-5584,2022-03-22,Excalibur Hotel and Casino,3628,2034,Debit,Cleared,8a37af2b-0883-454c-98d2-1a8473920d30,N
8520-3180-0072-7121,2022-05-15,Dan Hotels,3629,1863,Debit,Cleared,c53aaca6-5869-4eda-94c4-415609757479,N
1634-5504-8266-4571,2022-02-15,Extended Stay Deluxe,3630,3173,Debit,Cleared,3a76fab1-0ea0-4b3f-9cfc-8d2c38f7111a,N
